name,district,party,age,www,education,segment,oik,imp,lib,vih
Mika Isomaa,Pirkanmaa,Piraattipuolue,33,http://www.mikaisomaa.fi,Tekniikan ylioppilas,Viherliberaalit,0.604469103,-0.186247222,1.749775083,0.891298634
Harri Kivistö,Pirkanmaa,Piraattipuolue,34,http://www.harrikivisto.fi,Humanististen tieteiden kandidaatti,Viherliberaalit,-1.079855331,-0.479376894,1.007736204,0.877337539
Tiina Malinen,Pirkanmaa,Piraattipuolue,31,http://www.tiinamalinen.com,Yhteiskuntatieteiden kandidaatti,Viherliberaalit,0.34247466,-0.149088461,1.044717684,0.344343612
Hannele Rehuttu,Pirkanmaa,Piraattipuolue,34,http://hannelerehuttu.puheenvuoro.uusisuomi.fi/kayttaja/hannelerehuttu,Toisen asteen koulutus,Kansalliskonservatiivit,-0.53390106,0.057940605,0.886225133,-1.217928802
Juho Salo,Pirkanmaa,Piraattipuolue,28,http://pahalukki.puheenvuoro.uusisuomi.fi/,Diplomi-insinööri,Oikeisto,0.377761476,0.097506252,1.945521025,-0.26293732
Markus Tasanen,Pirkanmaa,Piraattipuolue,31,http://www.markustasanen.fi,Peruskoulu,Kansalliskonservatiivit,0.045911822,1.558208418,0.804768409,0.033180244
Ari-Matti Autio,Oulu,Piraattipuolue,28,,ylioppilas,Viherliberaalit,0.223435831,-0.158916202,1.943083019,0.425382053
Otso Kassinen,Oulu,Piraattipuolue,32,,tekniikan tohtori,Kansalliskonservatiivit,0.549904189,1.430159543,1.29201664,-0.091348393
Veera Kontiokari,Oulu,Piraattipuolue,25,,AMK,Viherliberaalit,0.468802851,-0.5938023,2.054734696,0.83257128
Juuso Raitala,Oulu,Piraattipuolue,30,,Filosofian maisteri,Viherliberaalit,-0.399967706,-0.125902278,1.435543457,0.571941671
Jari Ronkainen,Oulu,Piraattipuolue,29,,Fil. Ylioppilas,Viherliberaalit,0.018849868,-0.46041718,1.712364532,-0.042619279
Tiina Larsson,Helsinki,Kokoomus,52,http://www.tiinalarsson.fi,"Ylempi korkeakoulututkinto, KM & luokanopettaja & eMBA",Oikeisto,1.738440776,-0.857678978,1.03310308,-0.217195561
Anni Ahlakorpi,Lappi,Vasemmistoliitto,28,http://www.anniahlakorpi.net/fi,Humanististen tieteiden kandidaatti,Vihervasemmisto,-1.575829274,-0.380464353,0.766217283,1.406737638
Vilja Lumme,Häme,Vasemmistoliitto,22,http://www.ehdokas.vasemmisto.fi/viljalumme,,Vihervasemmisto,-1.307219934,-0.295564701,0.100592478,1.33020416
Juho Lehto,Uusimaa,Vasemmistoliitto,43,http://ehdokas.vasemmisto.fi/juholehto/,ylempi korkeakoulututkinto,Demarit,-1.030098659,-0.786734609,-0.169328428,1.150630534
Taneli Hämäläinen,Kaakkois-Suomi,Vasemmistoliitto,32,http://www.city.fi/blogit/vapaamatkustaja,humanististen tieteiden kandidaatti (HuK),Vihervasemmisto,-1.450537854,-0.561890387,0.692978812,1.405411123
Eeva Pistokoski,Lappi,Vasemmistoliitto,29,http://www.eevapistokoski.fi,Taiteen maisteri,Demarit,-1.108878086,-0.561819707,0.719008588,0.00387109
Sari Multala,Uusimaa,Kokoomus,36,http://www.sarimultala.fi,Yliopisto,Oikeisto,1.162613112,-1.022432327,0.854192643,0.217393162
Johannes Hirvaskoski,Uusimaa,Keskusta,47,http://www.johanneshirvaskoski.fi,Korkeakoulututkinto,Kansalliskonservatiivit,-0.346425416,0.923701069,-1.012954043,-0.059228903
Anne Berner,Uusimaa,Keskusta,,http://www.anneberner.fi,Kauppatieteen maisteri,Oikeisto,1.52715379,-1.076168246,0.215315781,-0.331803586
Tarja Edry,Uusimaa,Keskusta,47,http://www.tarjaedry.fi,Ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.780811734,0.582347269,-0.896381803,-0.514806876
Vesa Helkkula,Uusimaa,Keskusta,56,http://www.helkkula.fi,DI & MBA   Korkeakoulu,Oikeisto,0.821573123,-0.894657639,-0.367181733,0.194532554
Katariina Kemppainen,Uusimaa,Keskusta,39,http://katariinakemppainen.fi,Tieteellinen jatkotutkinto (kauppatieteet),Oikeisto,1.216587978,-0.783046909,0.116156626,0.632329903
Eeva Oehlandt,Uusimaa,Keskusta,53,http://www.eevaoehlandt.com,Yliopisto / HKKK,Oikeisto,1.311564281,0.598786608,0.308311133,-0.346848347
Pekka Puska,Helsinki,Keskusta,69,http://www.pekkapuska.fi,Lääketieteen ja kirurgian tohtori & valtiotieteiden maisteri,Kansalliskonservatiivit,-0.01233216,-0.156908668,-1.11753809,-0.087203631
Ville-Veikko Rantamaula,Helsinki,Keskusta,34,http://www.ville-veikko.fi,Korkeakoulututkinto (alempi),Oikeisto,0.629186168,-0.598612523,0.308591728,-0.096917042
Markku Vuorinen,Helsinki,Keskusta,66,http://www.markkuvuorinen.fi,KK.AK.KIAT.,Kansalliskonservatiivit,0.612622144,0.256728288,-1.216638447,-0.537385857
Hanna Huttunen,Savo-Karjala,Keskusta,46,http://www.hannahuttunen.fi,ammattikorkeakoulu,Kansalliskonservatiivit,0.479109984,0.507057724,-0.411057514,-0.515536826
Oili Heino,Satakunta,Vasemmistoliitto,53,http://www.ehdokas.vasemmisto.fi/oiliheino,merkonomi,Demarit,-1.102826049,-0.700538963,-0.134690057,0.561557337
Aarni Moisala,Uusimaa,Vasemmistoliitto,58,https://ironpa.wordpress.com/,Kauppatieteiden lisensiaatti,Viherliberaalit,-0.015406883,-0.353334355,-0.28874518,0.955526322
Lauri Ihalainen,Keski-Suomi,SDP,67,http://www.lauriihalainen.fi,keski-aste & kansankorkeakoulu,Demarit,-0.750129226,-0.655879596,-1.113043976,0.039061066
Sara Paavolainen,Helsinki,SDP,55,http://www.sarapaavolainen.fi,Teak -84,Demarit,-0.817003309,-1.26398097,-0.124513677,0.231619792
Timo Lappalainen,Lappi,SDP,,,Ammatillinen koulutus/Mielenterveyshoitaja,Demarit,-1.035552512,0.296364175,-0.856192793,0.932324822
Asko Alasalmi,Oulu,SDP,30,http://www.alasalmi.info,Ylioppilas & kiinteistönhoitaja,Kansalliskonservatiivit,-0.644249508,0.807848473,0.682051756,-2.012226324
Pirjo Sirviö,Oulu,SDP,59,http://www.kolumbus.fi/pirjo.sirvio,opistoaste,Demarit,-0.272891994,-0.512141909,-0.359369028,-0.163545232
Pasi Kivelä,Pirkanmaa,SDP,39,http://www.pasikivela.fi,ammattikoulutus,Kansalliskonservatiivit,-0.183330462,0.061196127,0.948961048,-0.32804883
Mirva Heino,Satakunta,SDP,46,http://www.mirvaheino.fi,AMK,Demarit,-1.145080171,-0.798109192,0.015458624,0.627033905
Thelma Åkers,Uusimaa,SDP,57,http://www.tinnu.fi,AMK,Viherliberaalit,-0.23083694,-1.101566093,-0.408172893,0.554873422
Nina Kallio,Varsinais-Suomi,SDP,48,http://www.ninakallio.fi,Ylempi korkeakoulututkinto,Demarit,-0.447849669,-0.141333623,-0.712746201,0.115837172
Saku Nikkanen,Varsinais-Suomi,SDP,38,http://www.sakunikkanen.fi,liikunnanohjaaja & merkonomi,Demarit,-0.321075646,-0.621402026,-0.224654986,-0.166539544
Pertti Pokki,Varsinais-Suomi,SDP,59,http://www.lailanet.fi/pepo,Keskiaste,Demarit,-1.263715197,-0.768993272,0.346116273,-0.159277393
Thomas Wallgren,Helsinki,SDP,57,http://www.thomaswallgren.fi,FT,Vihervasemmisto,-1.492999514,-0.653768103,-0.444861839,1.144220324
Peter Sjökvist,Vaasa,SDP,44,,Ammattikoulu,Demarit,-0.735399771,-0.391235172,-1.043204526,-0.221251992
Jukka Relander,Helsinki,Vihreät,48,http://www.jukkarelander.fi,Master of arts,Viherliberaalit,-0.909647297,-0.720837981,1.103211062,1.309272708
Hanna Halmeenpää,Oulu,Vihreät,39,http://www.hannahalmeenpaa.fi,korkeakoulututkinto & FM,Viherliberaalit,-0.566000156,-0.797984546,-0.574539836,1.015200949
Taru Päivike,Helsinki,Keskusta,42,http://www.tarupaivike.fi,Kauppatieteiden tohtori,Oikeisto,1.550415665,-1.080238905,0.983343877,-0.922516729
Olli Rehn,Helsinki,Keskusta,53,http://www.ollirehn.fi,Filosofian tohtori (kansainvälinen talous),Oikeisto,0.750506998,-0.782695617,0.26810652,0.261889089
Sami (Frank) Muttilainen,Helsinki,Vasemmistoliitto,34,https://www.facebook.com/samifrank.muttilainen,,Vihervasemmisto,-1.590382677,0.045123411,1.220023371,1.556619656
Kati Kurvi,Oulu,Vihreät,38,,alempi korkeakoulu,Viherliberaalit,-0.631850547,-0.58678544,0.115575979,1.288163511
Juhani Kela,Oulu,Vihreät,,,Erikoisammattitutkinto,Demarit,-0.326117765,0.003594691,-0.919485666,0.381929149
Pekka Tuomola,Helsinki,Vihreät,60,http://www.pekkatuomola.fi,korkerakoulu,Viherliberaalit,0.232038763,-1.17807104,0.937241454,1.301436009
Ritva Väyrynen,Savo-Karjala,Vasemmistoliitto,46,,yo,Demarit,-1.306638825,-0.423606894,-0.427709578,0.29880695
Christoffer Ingo,Vaasa,RKP,20,,,Oikeisto,1.120284935,-1.719581337,0.972421338,-0.310928201
Carl-Gustav Mangs,Vaasa,RKP,67,,Luokanopettaja (eläkeläinen),Kansalliskonservatiivit,0.596990024,-0.798606606,-0.304424573,-0.841148848
Jouni Vauhkonen,Savo-Karjala,Vihreät,56,http://www.jounivauhkonen.fi,Yhteiskuntatieteiden tohtori,Viherliberaalit,-1.050468529,-1.168138661,0.630616719,1.265180271
Jani Toivola,Uusimaa,Vihreät,37,http://www.janitoivola.net,Konservatorio,Vihervasemmisto,-1.260840024,-1.148459642,0.649645738,1.413111342
Satu Hassi,Pirkanmaa,Vihreät,63,http://www.satuhassi.fi,Tekniikan lisensiaatti,Viherliberaalit,-0.515027318,-1.220736027,0.212375922,1.212400465
Miikka Keränen,Lappi,Vihreät,24,http://www.miikkakeranen.fi,Kaupppa- ja yhteiskuntatieteiden ylioppilas,Viherliberaalit,-0.520936974,-0.647393029,1.29348565,1.181743604
Harri Auvinen,Savo-Karjala,Vihreät,40,http://www.harriauvinen.fi,Tekniikan tohtori & filosofian maisteri,Kansalliskonservatiivit,0.064829737,0.568343261,0.611965774,0.208801982
Erno Välimäki,Satakunta,Vasemmistoliitto,37,http://www.ernov.fi,Ammattikoulutus,Demarit,-1.2879908,1.096580126,0.749643788,-0.602524663
Kaisa Hernberg,Helsinki,Vihreät,38,http://kaisahernberg.com/,alempi korkeakoulututkinto & BA (hons),Viherliberaalit,-0.432541331,-1.004257319,0.687392933,1.268426887
Eeva Rautamäki,Häme,Vihreät,53,http://www.,alempikorkeakoulututkinto,Viherliberaalit,-0.409265642,-0.726079648,-0.312059958,1.009197992
Amos Ahola,Helsinki,Piraattipuolue,32,http://www.viskipuolue.fi,Diplomi-insinööri,Oikeisto,0.988355004,-0.129971032,2.082934494,-0.863956574
Pipsa Grön,Helsinki,Piraattipuolue,62,,yo-merkonomi,Viherliberaalit,0.46134925,-0.416568419,1.977920056,0.408220502
Karelia Jarva,Helsinki,Piraattipuolue,33,http://www.viskipuolue.fi,Ammattikorkeakoulu,Kansalliskonservatiivit,-0.095635281,0.850954806,0.991213155,-0.480450173
Miro Pulliainen,Helsinki,Piraattipuolue,18,http://miropulliainen.puheenvuoro.uusisuomi.fi/kayttaja/miropulliainen,Lukiolainen,Viherliberaalit,-0.166980261,-0.329600411,1.390056063,0.85354358
Olli Kopakkala,Uusimaa,Piraattipuolue,26,http://www.ollikopakkala.com,Kauppatieteiden yo,Oikeisto,1.507411729,-0.682817487,2.209385876,-0.819084309
Tuure Parkkinen,Uusimaa,Piraattipuolue,29,http://www.rootbug.org,alempi korkeakokulututkinto (tekniikan kandidaatti),Oikeisto,0.833647009,-0.28538906,1.71474136,0.870575801
Tuomas Tiainen,Uusimaa,Piraattipuolue,22,http://www.viskipuolue.fi,Ylioppilas,Oikeisto,0.761012728,-0.28370823,1.939495529,0.44709832
Juha Kaartinen,Varsinais-Suomi,Piraattipuolue,29,,2. aste,Demarit,-0.887738929,0.633604583,1.086863384,0.944663079
Janne Uotila,Varsinais-Suomi,Piraattipuolue,32,,Ammatillinen koulutus,Oikeisto,1.459450122,-0.758489735,1.83901428,0.025632878
Pekka Mustonen,Savo-Karjala,Piraattipuolue,33,http://www.pekkamustonen.fi,Ylioppilas,Viherliberaalit,-0.383398687,-0.1977819,1.702390478,0.701584503
Lauri Pekkarinen,Oulu,Piraattipuolue,30,,Diplomi-insinööri,Kansalliskonservatiivit,0.478058316,0.836137678,2.131401848,-1.684197741
Olli Markkanen,Lappi,Piraattipuolue,27,http://ollimarkkanen.puheenvuoro.uusisuomi.fi/,Ammattikoulu,Viherliberaalit,0.548950644,0.084863268,2.132787666,0.310469325
Juho Kautto,Keski-Suomi,Vasemmistoliitto,43,http://www.juhokautto.fi,Ammattikoulu,Demarit,-1.18330349,0.507906359,0.791290802,-0.065749978
Timo Anttila,Uusimaa,Piraattipuolue,33,http://tewdin.net,Ammattikoulu,Kansalliskonservatiivit,0.523817074,0.593514353,0.731242669,-0.440830917
Anne Liinamaa,Satakunta,Vihreät,49,http://www.anne.liinamaa.fi,ylempi korkeakoulututkinto,Viherliberaalit,-0.666634508,-0.844131043,0.192965288,1.29785178
Lauri Kosonen,Kaakkois-Suomi,Vihreät,28,http://laurikosonen.fi,ylioppilas,Viherliberaalit,-0.640031515,-1.199673108,1.130185574,1.342131007
Marjaana Kanervo,Kaakkois-Suomi,Vihreät,54,,Terveystieteiden maisteri & ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.448588669,-0.118981989,0.568614061,0.574317819
Sandra Nestorova,Vaasa,Vihreät,32,,Tradenomi,Viherliberaalit,-0.933227864,-1.004352134,0.007369063,0.79555147
Ilpo Jorasmaa,Savo-Karjala,Vihreät,64,,FM,Viherliberaalit,0.081402908,-0.067192993,0.540581331,0.842915911
Arto Viitaniemi,Uusimaa,SKP,67,http://www.artoviitaniemi.blogspot.com,Keskiaste,Vihervasemmisto,-1.5430608,-0.26594169,-0.721086751,1.146091672
Tarja Puotsaari,Varsinais-Suomi,SKP,55,,merkonomi,Demarit,-1.019758745,0.884960502,-0.735401976,0.537123715
Olli Sademies,Helsinki,Perussuomalaiset,67,,Ylempi keskitaso & symposium-tasoinen semiotiikka. Topelius akatemian kirjoittajakoulutus,Kansalliskonservatiivit,0.936060052,1.385055855,0.086189658,-1.066955323
Tiina Palovuori,Pirkanmaa,Perussuomalaiset,20,http://www.tiina.palovuori.fi,Ylioppilas,Kansalliskonservatiivit,1.057246133,1.704615913,0.227702334,-2.224424913
Hannele Salava,Helsinki,SKP,64,http://www.elisanet.fi/hannelesalava,korkeakoulu,Vihervasemmisto,-1.610303144,-0.590562949,-0.162354062,1.484689687
Mitja Päivinen,Uusimaa,Muutos 2011,32,http://www.mitjapaivinen.fi/,Opiskelee ammattia: ympäristöinsinööri (Amk),Kansalliskonservatiivit,0.832701205,1.644648186,0.527930759,-1.857347399
Mikael Ropo,Satakunta,Kokoomus,22,http://www.mikaelropo.fi,Ylioppilas,Oikeisto,1.838035345,-0.433415653,1.03495266,-0.854279656
Tiina Sandberg,Uusimaa,SKP,41,,alempi korkeakoulututkinto,Vihervasemmisto,-1.661945202,0.074765086,0.482744624,1.293421972
Andrei Järvi,Uusimaa,Muutos 2011,38,,peruskoulu,Kansalliskonservatiivit,0.720285735,1.701876988,0.542404393,-0.502428539
Samuel Kielosto,Uusimaa,Muutos 2011,54,,akateeminen,Oikeisto,1.277722583,1.40387323,-0.096735919,-1.227456904
Johanna Törmänen,Häme,Muutos 2011,32,http://www.phpuolue.fi/johanna-toumlrmaumlsen-vaalisivu.html,ylioppilas & catering-alan pt,Demarit,-0.566146469,1.074617056,0.233575769,1.024083575
Ari-Pekka Pasanen,Kaakkois-Suomi,Muutos 2011,44,,toisen asteen koulutus,Kansalliskonservatiivit,-0.490081387,2.44651769,-0.539514646,-1.582989539
Anna Vuorinen,Vaasa,Muutos 2011,54,,Ammattikoulutus,Kansalliskonservatiivit,1.152099178,1.788493741,0.492918181,0.088383163
Marko Heikkuri,Lappi,Muutos 2011,35,http://markoheikkuri.puheenvuoro.uusisuomi.fi/,Ammattioppilaitos,Kansalliskonservatiivit,0.500898628,1.42660998,0.86809036,-0.836995463
Harri Lehtonen,Lappi,Muutos 2011,54,,Ylioppilas.,Kansalliskonservatiivit,0.597339819,1.875129139,0.112672508,-1.218146708
Wäinämö Ruottinen,Helsinki,SKP,46,,Mielenterveyshoitaja,Vihervasemmisto,-1.493362445,-0.174426184,0.889986011,1.496717247
Matti Mustajärvi,Vaasa,SDP,57,,Opistotaso,Viherliberaalit,-0.355960152,-0.852437025,-0.546156044,0.640223202
Juha Oinonen,Helsinki,Piraattipuolue,44,http://www.viskipuolue.fi/,yliopisto,Oikeisto,0.949627634,-0.674317028,1.368207724,0.490850331
Joni Lyijynen,Häme,Piraattipuolue,36,,Ammattikoulu,Kansalliskonservatiivit,-0.049050606,1.587365365,0.906378894,-0.973920862
Allan Savolainen,Häme,Piraattipuolue,37,http://vaalit.avoinhallinto.com/,Lukio,Viherliberaalit,-0.316098694,0.03258461,1.365535996,0.467482676
Timo Peltola,Kaakkois-Suomi,Piraattipuolue,25,,Lukio,Viherliberaalit,0.236192344,0.234256347,1.583556817,-0.081400387
Jarno Luoma-Nirva,Pirkanmaa,Piraattipuolue,39,http://www.luoma-nirva.net/,Diplomi-insinööri,Oikeisto,1.682179409,-0.703160886,2.273055526,0.769373151
Mikael Nerve,Pirkanmaa,Piraattipuolue,41,,Ylioppilas,Oikeisto,0.800790615,-0.160619508,1.628019037,0.130913438
Hansi Harjunharja,Lappi,Piraattipuolue,31,http://hansi.puheenvuoro.uusisuomi.fi/,Korkeamman asteen valaistunut showmies,Viherliberaalit,0.042431423,-0.105414565,1.52840853,0.022798025
Petri Himanen,Kaakkois-Suomi,Kristillisdemokraatit,49,http://www.petrihimanen.eu,Keskiaste,Kansalliskonservatiivit,0.409861247,0.771344185,-1.113409215,-0.773467818
Heimo Hokkanen,Vaasa,Kristillisdemokraatit,65,http://www.heimohokkanen.fi,Opistotaso,Kansalliskonservatiivit,-0.141864201,0.612862036,-1.446472938,-0.202127171
Pirkko Häli,Vaasa,Kristillisdemokraatit,66,http://wwwPirkkohali.wordpress.com,Opisto,Demarit,-0.592678031,-0.220763188,-2.057219799,0.740504651
Markus Kalmi,Uusimaa,Kristillisdemokraatit,34,http://www.markuskalmi.com,Alempi korkeakoulututkinto,Oikeisto,1.146093692,-0.080039575,0.027066718,-0.479586078
Eija Kemppi,Uusimaa,Kristillisdemokraatit,66,,FM & TM,Kansalliskonservatiivit,0.007062084,-0.207870845,-1.732500014,0.751950414
Kirsti Kivinen,Savo-Karjala,Kristillisdemokraatit,62,,Perushoitaja,Kansalliskonservatiivit,0.546799317,-0.496330552,-1.951281173,-0.440067417
Susanna Koivula,Uusimaa,Kristillisdemokraatit,29,,Ammattikorkeakoulu,Kansalliskonservatiivit,-0.360339078,0.948381964,-1.390828408,-0.384179316
Pirjo Raunio,Pirkanmaa,Kristillisdemokraatit,48,,FT,Kansalliskonservatiivit,0.434586667,0.09497541,-1.496285625,-0.030093232
Petri Ronkainen,Uusimaa,Kristillisdemokraatit,50,http://www.petrironkainen.com,Automaatioteknikko,Kansalliskonservatiivit,0.343442793,-0.697041877,-1.898636656,-0.925273352
Kai Similä,Oulu,Kristillisdemokraatit,52,,Kasvatustieteiden maisteri,Kansalliskonservatiivit,0.029575606,0.412996347,-1.399941094,-0.641603027
Sari Söderbacka,Satakunta,Kristillisdemokraatit,48,,alempi korkeakoulututkinto,Kansalliskonservatiivit,0.079123912,-0.101842003,-1.804961588,-0.005636182
Tuomas Wilkman,Keski-Suomi,Kristillisdemokraatit,36,,Ylioppilas & Poliisin perustutkinto,Kansalliskonservatiivit,0.300595154,0.901812394,-1.843874744,-0.763035724
Niklas Andersson,Uusimaa,RKP,36,http://www.niklasandersson.fi,AMK,Oikeisto,0.645256304,-0.914223964,-0.648383897,-0.325692007
Mikael Eriksson,Uusimaa,RKP,48,http://www.misha.fi,Diplomingenjör,Viherliberaalit,-0.117764127,-1.574125738,0.672535875,0.862713805
Jarmo Huhtala,Lappi,Vasemmistoliitto,52,,Yliopisto,Vihervasemmisto,-1.595027591,-0.279721441,-0.187371763,0.993271736
Annukka Isomaa,Pirkanmaa,Vasemmistoliitto,32,http://www.annukkaisomaa.com,Hyvinvointi- & kuntosalivalmentaja ja personal trainer,Vihervasemmisto,-1.191967882,-0.08526756,0.619264175,1.086682194
Ville Nisonen,Vaasa,Vihreät,39,,Alempi korkeakoulututkinto,Viherliberaalit,0.09542913,-0.646146324,-0.262793181,1.363831138
Henna Potinkara,Vaasa,Vihreät,32,,Toisen asteen koulutus,Viherliberaalit,-0.513603349,-0.350457701,0.685310104,1.089962932
Juho Haavisto,Helsinki,STP,67,http://www,Lukio/Ammattikoreakoulu,Demarit,-1.320394719,0.220515006,0.746217925,-0.946002331
Timo Koivistoinen,Helsinki,STP,46,http://www.maailmantalous.fi,Ylioppilas,Demarit,-0.842833615,0.379765179,-0.0841978,-0.860814567
Heikki Männikkö,Helsinki,STP,68,,keskikoulu & ammattikoulu + muita kursseja,Demarit,-1.217799739,0.279409899,-0.898629633,1.237703071
Riitta Vainionpää,Helsinki,STP,62,,korkeakoulutus,Demarit,-0.283546089,-0.044352759,-1.095331666,-0.002660252
Tommi Lievemaa,Uusimaa,STP,48,,opisto,Vihervasemmisto,-1.656866939,-0.222141769,0.047332849,1.359589248
Kalevi Wahrman,Uusimaa,STP,65,http://www.kansanaani.net/,Ylempi ammattitutkinto,Vihervasemmisto,-1.583517796,-0.183070215,0.466936112,1.075953462
Riku Kortejärvi,Varsinais-Suomi,STP,51,,Oppisopimuskoulutus,Demarit,-1.287143918,1.107351284,-1.139990778,0.597993946
Markus Uutela,Varsinais-Suomi,STP,43,,peruskoulu,Kansalliskonservatiivit,-0.083653312,0.735977521,-0.569659493,0.013780082
Hannu Rainesto,Satakunta,STP,65,http://www.punakaarti.blogspot.fi/,Sirolaopisto,Demarit,-0.759686525,0.955419562,1.326568551,-0.598801888
Taija Hakola,Vaasa,Kokoomus,68,,Opistotaso,Oikeisto,1.351043946,-0.409554434,-0.317523978,-0.669708238
Eija-Riitta Korhola,Helsinki,Kokoomus,55,http://www.korhola.com,Filosofian tohtori,Oikeisto,1.17117321,0.599017517,0.499473673,-0.721626975
Tapani Ruokanen,Helsinki,Kokoomus,63,http://ruokanen.fi/,Akateeminen loppututkinto (Helsingin yliopisto) ja toimittajatutkinto (Sanoman toimittajakoulu),Oikeisto,1.997354547,-1.338474661,0.684992971,-0.038716126
Sari Raassina,Savo-Karjala,Kokoomus,51,,Ylempi korkeakoulututkinto,Oikeisto,0.665375046,-1.218302014,0.355342819,-0.216731635
Heimo Huttunen,Kaakkois-Suomi,Muutos 2011,66,,ammattiop &,Kansalliskonservatiivit,-0.746376156,2.139116348,-0.679801358,-0.538823752
Jufo Peltomaa,Helsinki,RKP,44,http://www.jufoeduskuntaan2015.com,Ylioppilas,Oikeisto,1.19003441,-1.317010838,1.834232725,0.092163487
Timo Sotikoff,Helsinki,Itsenäisyyspuolue,34,http://www.vaalikone.fi/eduskunta2015/helsinki/ehdokas/1868,Korkeakoulututkinto (AMK Tradenomi) & ylioppilas,Demarit,-0.865210226,0.03228692,0.240951736,0.600881875
Sirke Wikström,Häme,Vasemmistoliitto,49,,toisen asteen koulutus/ tutkinto,Demarit,-1.245871548,-0.184892658,-0.401744168,-0.515325364
Jorma Luotonen,Helsinki,Itsenäisyyspuolue,69,http://www-joren.simplesite.com,kansakoulu/ammattikoulu/ eri tutkintoja,Demarit,-0.752074531,1.569772872,-1.220670938,0.415797445
Jouko Miettinen,Varsinais-Suomi,Itsenäisyyspuolue,62,,FK,Kansalliskonservatiivit,-0.442990083,0.54463465,-0.734159252,0.407840275
Maria Oksanen,Uusimaa,Itsenäisyyspuolue,52,,Ammattitutkinto ja ylempi korkeakoulututkinto,Kansalliskonservatiivit,-0.044636529,1.644466548,-0.217091946,-0.735945132
Jukka Pehkonen,Uusimaa,Itsenäisyyspuolue,51,,Opistotaso,Kansalliskonservatiivit,-0.346684728,1.73969947,0.690492534,-0.132129344
Erkki Seppänen,Pirkanmaa,Itsenäisyyspuolue,35,http://erkkiseppnen.vapaavuoro.uusisuomi.fi,FM Yleinen kielitiede ja FM Venäjän kieli sekä kirjallisuus,Demarit,-0.846813202,0.773124101,1.180335449,0.405983387
Pekka Valkonen,Keski-Suomi,Itsenäisyyspuolue,59,http://www,lask.toimen merkonomi,Kansalliskonservatiivit,-0.235016714,0.803829845,-0.928409078,0.353251056
Marko Vapa,Lappi,Itsenäisyyspuolue,37,http://www.vapaa.info,Yliopisto,Kansalliskonservatiivit,0.984008214,0.660273568,0.296144685,0.291393857
